,RELAP Time (hr),RELAP First Component (mg/L),RELAP Second Component (mg/L),RELAP Combined (mg/L)
307,79.97996376753507,5.836771456597194e-06,0.014950685087991918,0.014956521859448514
308,80.24048478957916,5.604042450682448e-06,0.014801046798533713,0.014806650840984396
309,80.50100581162324,5.381020177137404e-06,0.014653032922963148,0.014658413943140287
310,80.76152683366733,5.166706805392548e-06,0.014506623489830518,0.01451179019663591
311,81.02204785571142,4.960620477587074e-06,0.014361799291737325,0.014366759912214913
312,81.28256887775551,4.7636500199869965e-06,0.014218542299197357,0.014223305949217344
313,81.5430898997996,4.574168341194359e-06,0.014076833507583965,0.014081407675925159
314,81.80361092184368,4.391446474926936e-06,0.013936655082869233,0.01394104652934416
315,82.06413194388777,4.2173166902006405e-06,0.013797989058664271,0.013802206375354472
316,82.32465296593186,4.0491210226302045e-06,0.01366081676576206,0.01366486588678469
317,82.58517398797595,3.888198970709696e-06,0.013525121030935732,0.013529009229906443
318,82.84569501002004,3.733312893065256e-06,0.013390884931626868,0.013394618244519933
319,83.10621603206413,3.5850997095688956e-06,0.01325809078552793,0.013261675885237498
320,83.36673705410821,3.442648521435662e-06,0.013126722237956403,0.013130164886477839
321,83.6272580761523,3.3056082423724825e-06,0.012996762638102562,0.013000068246344934
322,83.88777909819639,3.173485960444016e-06,0.012868194651554563,0.012871368137515007
323,84.14830012024048,3.0482930926473505e-06,0.012741003018081624,0.012744051311174271
324,84.40882114228457,2.9278886210458923e-06,0.012615171374827252,0.012618099263448299
325,84.66934216432865,2.8114085661637944e-06,0.012490683549517555,0.012493494958083719
326,84.92986318637274,2.699282228483957e-06,0.012367524230870284,0.012370223513098768
327,85.19038420841683,2.592148411929308e-06,0.01224567765746115,0.01224826980587308
328,85.45090523046092,2.4894445939242816e-06,0.012125128791047223,0.012127618235641147
329,85.711426252505,2.3906586937269396e-06,0.012005862799885901,0.012008253458579629
330,85.9719472745491,2.295574715935303e-06,0.011887864207638075,0.01189015978235401
331,86.23246829659318,2.204798401738354e-06,0.011771118507512345,0.011773323305914083
332,86.49298931863727,2.1177001085445097e-06,0.011655610793913567,0.011657728494022112
333,86.75351034068136,2.0333642403364383e-06,0.011541329071323768,0.011543362435564104
334,87.01403136272545,1.952675665811297e-06,0.011428257100213043,0.011430209775878854
335,87.27455238476954,1.8755156711468076e-06,0.011316380842717827,0.011318256358388974
336,87.53507340681362,1.8015467684398463e-06,0.011205686587503195,0.011207488134271635
337,87.79559442885771,1.7301725724659651e-06,0.011096161949425212,0.011097892121997677
338,88.0561154509018,1.6615597347879348e-06,0.010987791893252413,0.010989453452987201
339,88.31663647294589,1.5960196343960761e-06,0.010880564453581456,0.010882160473215852
340,88.57715749498998,1.5322967455987816e-06,0.010774465357224445,0.010775997653970044
341,88.83767851703406,1.471667220757118e-06,0.01066948294609068,0.010670954613311438
342,89.09819953907815,1.4143493602228648e-06,0.010565603715202161,0.010567018064562384
343,89.35872056112224,1.3579097949952244e-06,0.010462814974540166,0.010464172884335161
344,89.61924158316633,1.3044432198401442e-06,0.010361104659323073,0.010362409102542913
345,89.87976260521042,1.25273284381784e-06,0.010260460346691959,0.010261713079535776
346,90.1402836272545,1.2033876733483832e-06,0.010160869301742958,0.010162072689416306
347,90.40080464929859,1.1553892511722997e-06,0.01006232046695716,0.010063475856208332
348,90.66132567134268,1.110188199495809e-06,0.00996480058587397,0.009965910774073466
349,90.92184669338677,1.065884919698566e-06,0.00986829999513849,0.009869365880058188
350,91.18236771543086,1.023741641585128e-06,0.009772806442469669,0.009773830184111255
351,91.44288873747495,9.841399435955141e-07,0.009678307651566456,0.009679291791510052
352,91.70340975951903,9.449241329856999e-07,0.009584792503748555,0.009585737427881541
353,91.96393078156312,9.069543672539887e-07,0.009492250274263727,0.00949315722863098
354,92.22445180360721,8.716954500145905e-07,0.009400670162141031,0.009401541857591046
355,92.4849728256513,8.371373969277275e-07,0.009310040868657705,0.009310878006054632
356,92.74549384769539,8.041030762613493e-07,0.009220351705987777,0.009221155809064038
357,93.00601486973947,7.729731298114381e-07,0.00913159232251363,0.00913236529564344
358,93.26653589178356,7.420105598581015e-07,0.009043752388056388,0.009044494398616246
